Time stamp,Acceleration,Direction(vector form),High speed alert!,Direction Aler!
2024-05-15T03:55:00.393Z,1.01,0.71i 0.03j 0.73k,No Alert,No Alert
2024-05-15T03:55:01.393Z,1.01,0.71i 0.03j 0.73k,No Alert,No Alert
2024-05-15T03:55:02.394Z,1.01,0.71i 0.03j 0.73k,No Alert,No Alert
2024-05-15T03:55:03.394Z,1.01,0.70i 0.03j 0.73k,No Alert,No Alert
2024-05-15T03:55:04.394Z,1.01,0.70i 0.03j 0.73k,No Alert,No Alert
2024-05-15T03:55:05.394Z,1.01,0.70i 0.03j 0.73k,No Alert,No Alert
2024-05-15T03:55:06.394Z,0.96,0.52i 0.03j 0.81k,No Alert,No Alert
2024-05-15T03:55:07.394Z,0.96,0.37i 0.05j 0.88k,No Alert,No Alert
2024-05-15T03:55:08.393Z,0.65,0.30i 0.30j 0.50k,No Alert,No Alert
2024-05-15T03:55:09.394Z,1.39,1.30i 0.33j 0.36k,No Alert,No Alert
2024-05-15T03:55:10.394Z,1.74,1.69i 0.34j 0.22k,No Alert,No Alert
2024-05-15T03:55:11.394Z,1.38,1.30i 0.43j 0.13k,No Alert,No Alert
2024-05-15T03:55:12.395Z,1.78,1.46i 0.62j -0.81k,No Alert,No Alert
2024-05-15T03:55:13.394Z,1.57,1.22i 0.34j -0.93k,No Alert,No Alert
2024-05-15T03:55:14.394Z,2.6,1.97i 0.24j -1.68k,No Alert,No Alert
2024-05-15T03:55:15.395Z,2.12,1.85i -0.90j -0.51k,No Alert,No Alert
2024-05-15T03:55:16.394Z,3.3,2.43i -1.74j -1.40k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:17.394Z,3.58,2.85i -1.55j -1.49k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:18.394Z,3.27,2.61i -1.05j -1.66k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:19.394Z,2.54,1.96i -0.99j -1.27k,No Alert,No Alert
2024-05-15T03:55:20.394Z,2.56,2.51i -0.49j -0.08k,No Alert,No Alert
2024-05-15T03:55:21.394Z,2.92,2.91i 0.01j 0.17k,No Alert,No Alert
2024-05-15T03:55:22.394Z,3.28,3.20i -0.43j -0.56k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:23.393Z,3.35,3.13i -0.89j -0.82k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:24.393Z,3.72,3.36i -0.86j -1.32k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:25.393Z,3.74,3.53i -0.91j -0.81k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:26.393Z,3.81,3.66i -0.72j -0.79k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:27.396Z,3.81,3.75i -0.67j -0.08k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:28.393Z,3.86,3.81i -0.31j -0.47k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:29.393Z,3.92,3.86i 0.06j -0.64k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:30.393Z,3.93,3.90i -0.05j -0.53k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:31.393Z,3.99,3.92i -0.74j 0.01k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:32.393Z,4.08,3.94i -0.77j 0.69k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:33.393Z,4.03,3.96i -0.40j 0.66k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:34.393Z,4.12,3.97i -0.40j 1.04k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:35.393Z,3.58,3.43i -0.55j 0.87k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:36.392Z,3.93,3.58i -1.48j 0.67k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:37.393Z,2.61,2.50i -0.53j 0.51k,No Alert,No Alert
2024-05-15T03:55:38.393Z,2.97,2.91i -0.49j 0.35k,No Alert,No Alert
2024-05-15T03:55:39.393Z,3.34,3.20i -0.49j 0.81k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:40.395Z,3.8,3.41i -0.98j 1.35k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:41.393Z,3.91,3.57i -1.08j 1.17k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:42.393Z,3.85,3.68i -0.81j 0.77k,Alert: High Acceleration Detected!,No Alert
2024-05-15T03:55:43.393Z,2.68,2.53i -0.62j 0.62k,No Alert,No Alert
2024-05-15T03:55:44.395Z,2.28,2.25i -0.11j 0.30k,No Alert,No Alert
2024-05-15T03:55:45.392Z,1.34,1.34i 0.01j -0.06k,No Alert,No Alert
2024-05-15T03:55:46.393Z,2.06,2.06i -0.08j -0.06k,No Alert,No Alert
2024-05-15T03:55:47.393Z,1.54,1.50i -0.28j -0.20k,No Alert,No Alert
2024-05-15T03:55:48.393Z,1.55,1.54i -0.17j 0.02k,No Alert,No Alert
2024-05-15T03:55:49.394Z,0.89,0.88i -0.08j 0.09k,No Alert,No Alert
2024-05-15T03:55:50.393Z,0.72,0.68i -0.16j -0.18k,No Alert,No Alert
2024-05-15T03:55:51.393Z,0.69,0.53i -0.22j -0.38k,No Alert,No Alert
2024-05-15T03:55:52.393Z,0.72,0.43i -0.26j -0.52k,No Alert,No Alert
2024-05-15T03:55:53.393Z,0.77,0.35i -0.29j -0.63k,No Alert,No Alert
2024-05-15T03:55:54.393Z,0.82,0.29i -0.31j -0.71k,No Alert,No Alert
2024-05-15T03:55:55.393Z,0.87,0.25i -0.33j -0.76k,No Alert,No Alert
2024-05-15T03:55:56.394Z,0.9,0.22i -0.34j -0.80k,No Alert,No Alert
2024-05-15T03:55:57.393Z,0.92,0.20i -0.35j -0.83k,No Alert,No Alert
2024-05-15T03:55:58.393Z,0.94,0.18i -0.35j -0.85k,No Alert,No Alert
2024-05-15T03:55:59.393Z,0.96,0.17i -0.36j -0.87k,No Alert,No Alert
2024-05-15T03:56:00.393Z,0.97,0.16i -0.36j -0.88k,No Alert,No Alert
2024-05-15T03:56:01.393Z,0.97,0.16i -0.36j -0.89k,No Alert,No Alert
2024-05-15T03:56:02.393Z,0.98,0.15i -0.37j -0.90k,No Alert,No Alert
2024-05-15T03:56:03.395Z,0.98,0.15i -0.37j -0.90k,No Alert,No Alert
2024-05-15T03:56:04.394Z,0.99,0.15i -0.37j -0.90k,No Alert,No Alert
2024-05-15T03:56:05.392Z,0.99,0.15i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:06.393Z,0.99,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:07.393Z,0.99,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:08.393Z,0.99,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:09.393Z,0.99,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:10.393Z,0.99,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:11.393Z,0.99,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:12.393Z,0.99,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:13.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:14.396Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:15.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:16.394Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:17.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:18.392Z,0.99,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:19.393Z,0.99,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:20.394Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:21.394Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:22.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:23.394Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:24.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:25.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:26.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:27.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:28.394Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:29.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:30.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:31.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:32.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:33.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:34.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:35.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:36.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:37.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:38.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:39.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:40.395Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:41.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:42.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:43.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:44.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:45.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:46.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:47.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:48.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:49.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:50.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:51.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:52.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:53.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:54.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:55.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:56.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:57.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:58.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:56:59.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:00.394Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:01.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:02.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:03.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:04.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:05.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:06.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:07.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:08.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:09.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:10.394Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:11.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:12.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:13.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:14.393Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:15.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:16.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:17.391Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:18.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:19.391Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:20.391Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:21.392Z,1,0.14i -0.37j -0.91k,No Alert,No Alert
2024-05-15T03:57:22.391Z,0.39,0.19i -0.09j -0.33k,No Alert,No Alert
2024-05-15T03:57:23.391Z,0.16,0.03i -0.12j -0.10k,No Alert,No Alert
2024-05-15T03:57:24.392Z,0.26,0.08i 0.06j -0.24k,No Alert,No Alert
2024-05-15T03:57:25.392Z,0.47,-0.31i -0.09j -0.33k,No Alert,No Alert
2024-05-15T03:57:26.393Z,0.63,-0.38i -0.13j -0.49k,No Alert,No Alert
2024-05-15T03:57:27.393Z,0.7,-0.33i -0.19j -0.58k,No Alert,No Alert
2024-05-15T03:57:28.394Z,0.63,-0.06i -0.45j -0.44k,No Alert,No Alert
2024-05-15T03:57:29.392Z,0.23,0.03i -0.10j -0.21k,No Alert,No Alert
2024-05-15T03:57:30.393Z,0.34,-0.08i -0.29j -0.15k,No Alert,No Alert
2024-05-15T03:57:31.392Z,0.28,-0.11i 0.00j -0.26k,No Alert,No Alert
2024-05-15T03:57:32.392Z,0.46,-0.03i 0.27j -0.37k,No Alert,No Alert
2024-05-15T03:57:33.392Z,0.47,0.10i 0.00j -0.46k,No Alert,No Alert
2024-05-15T03:57:34.392Z,0.59,0.14i -0.23j -0.52k,No Alert,No Alert
2024-05-15T03:57:35.394Z,0.86,0.25i -0.35j -0.74k,No Alert,No Alert
2024-05-15T03:57:36.392Z,0.68,0.15i -0.45j -0.49k,No Alert,No Alert
2024-05-15T03:57:37.392Z,0.68,0.15i -0.33j -0.58k,No Alert,No Alert
2024-05-15T03:57:38.392Z,0.63,0.16i -0.42j -0.44k,No Alert,No Alert
2024-05-15T03:57:39.391Z,0.6,0.15i -0.22j -0.54k,No Alert,No Alert
2024-05-15T03:57:40.392Z,0.62,0.10i -0.42j -0.45k,No Alert,No Alert
2024-05-15T03:57:41.392Z,0.71,0.12i -0.51j -0.48k,No Alert,No Alert
2024-05-15T03:57:42.391Z,0.68,0.24i -0.32j -0.55k,No Alert,No Alert
2024-05-15T03:57:43.392Z,0.85,0.32i -0.55j -0.56k,No Alert,No Alert
2024-05-15T03:57:44.392Z,1.57,1.15i -1.07j -0.07k,No Alert,No Alert
2024-05-15T03:57:45.392Z,2.61,1.79i -1.86j 0.35k,No Alert,No Alert
2024-05-15T03:57:46.392Z,2.79,2.39i -1.43j -0.25k,No Alert,No Alert
2024-05-15T03:57:47.392Z,2.69,1.77i -1.92j -0.67k,No Alert,No Alert
2024-05-15T03:57:48.392Z,2.9,1.57i -2.27j -0.87k,No Alert,No Alert
2024-05-15T03:57:49.392Z,2.88,2.22i -1.83j -0.00k,No Alert,No Alert
2024-05-15T03:57:50.392Z,2.49,2.23i -1.05j 0.32k,No Alert,No Alert
2024-05-15T03:57:51.391Z,2.01,1.92i -0.53j 0.26k,No Alert,No Alert
2024-05-15T03:57:52.394Z,2.51,2.48i -0.38j 0.15k,No Alert,No Alert
2024-05-15T03:57:53.392Z,2.19,2.17i -0.29j 0.05k,No Alert,No Alert
2024-05-15T03:57:54.393Z,1.79,1.79i -0.01j -0.03k,No Alert,No Alert
2024-05-15T03:57:55.394Z,1.33,1.30i 0.09j -0.28k,No Alert,No Alert
2024-05-15T03:57:56.393Z,1.05,0.94i 0.16j -0.45k,No Alert,No Alert
2024-05-15T03:57:57.393Z,0.92,0.68i 0.21j -0.58k,No Alert,No Alert
2024-05-15T03:57:58.394Z,0.87,0.51i 0.11j -0.69k,No Alert,No Alert
2024-05-15T03:57:59.393Z,0.8,0.39i -0.06j -0.70k,No Alert,No Alert
2024-05-15T03:58:00.393Z,0.82,0.28i 0.03j -0.76k,No Alert,No Alert
2024-05-15T03:58:01.391Z,0.85,0.21i 0.10j -0.82k,No Alert,No Alert
2024-05-15T03:58:02.400Z,0.88,0.15i 0.16j -0.85k,No Alert,No Alert
2024-05-15T03:58:03.403Z,0.91,0.11i 0.19j -0.88k,No Alert,No Alert
2024-05-15T03:58:04.400Z,0.93,0.08i 0.22j -0.90k,No Alert,No Alert
2024-05-15T03:58:05.399Z,0.95,0.06i 0.24j -0.91k,No Alert,No Alert
2024-05-15T03:58:06.400Z,0.96,0.04i 0.26j -0.92k,No Alert,No Alert
2024-05-15T03:58:07.391Z,0.97,0.03i 0.27j -0.93k,No Alert,No Alert
2024-05-15T03:58:08.389Z,0.98,0.02i 0.28j -0.94k,No Alert,No Alert
2024-05-15T03:58:09.404Z,0.98,0.01i 0.28j -0.94k,No Alert,No Alert
2024-05-15T03:58:10.405Z,0.99,0.01i 0.29j -0.94k,No Alert,No Alert
2024-05-15T03:58:11.404Z,0.99,0.01i 0.29j -0.95k,No Alert,No Alert
2024-05-15T03:58:12.404Z,0.99,0.00i 0.29j -0.95k,No Alert,No Alert
2024-05-15T03:58:13.405Z,0.99,0.00i 0.29j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.004Z,0.99,0.00i 0.29j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.041Z,1,-0.00i 0.29j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.049Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.083Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.116Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.127Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.161Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.233Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.248Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.279Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.292Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.321Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.298Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.349Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.336Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.378Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.360Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.392Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.399Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.410Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.416Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.424Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.434Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.457Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.484Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.519Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.550Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.569Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.593Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.614Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.635Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.644Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.658Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.649Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.669Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.664Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.678Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.684Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.691Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.697Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.705Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.712Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.723Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.731Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.739Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.745Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.752Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.758Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.766Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.782Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.773Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.789Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.798Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.812Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.817Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.830Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.841Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.856Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.862Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.867Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.878Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.888Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.900Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.911Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.384Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.805Z,1,-0.00i 0.30j -0.95k,No Alert,No Alert
2024-05-15T03:59:21.918Z,1.03,-0.14i 0.23j -0.99k,No Alert,No Alert
2024-05-15T04:06:48.008Z,0.92,0.00i 0.04j 0.92k,No Alert,No Alert
2024-05-15T04:06:49.008Z,0.97,0.00i 0.04j 0.96k,No Alert,No Alert
2024-05-15T04:06:50.009Z,0.98,0.00i 0.04j 0.98k,No Alert,No Alert
2024-05-15T04:06:51.010Z,0.99,0.00i 0.05j 0.99k,No Alert,No Alert
2024-05-15T04:06:52.009Z,1,0.00i 0.05j 1.00k,No Alert,No Alert
2024-05-15T04:06:53.008Z,1,0.00i 0.05j 1.00k,No Alert,No Alert
2024-05-15T04:06:54.008Z,1,0.00i 0.05j 1.00k,No Alert,No Alert
2024-05-15T04:06:55.008Z,1.01,0.00i 0.05j 1.01k,No Alert,No Alert
2024-05-15T04:06:56.009Z,1.01,0.00i 0.05j 1.01k,No Alert,No Alert
2024-05-15T04:06:57.008Z,1.01,0.00i 0.05j 1.01k,No Alert,No Alert
2024-05-15T04:06:58.008Z,1.01,0.00i 0.05j 1.01k,No Alert,No Alert
2024-05-15T04:06:59.008Z,1.01,0.00i 0.05j 1.01k,No Alert,No Alert
2024-05-15T04:07:00.008Z,1.01,0.00i 0.05j 1.01k,No Alert,No Alert
2024-05-15T04:07:01.009Z,1.01,0.00i 0.05j 1.01k,No Alert,No Alert
2024-05-15T04:07:02.008Z,1.01,0.00i 0.05j 1.01k,No Alert,No Alert
2024-05-15T04:07:03.008Z,1.01,0.00i 0.05j 1.01k,No Alert,No Alert
2024-05-15T04:07:04.008Z,1.01,0.00i 0.05j 1.01k,No Alert,No Alert
2024-05-15T04:07:05.008Z,1.01,0.00i 0.05j 1.01k,No Alert,No Alert
2024-05-15T04:07:06.009Z,1.01,0.00i 0.05j 1.01k,No Alert,No Alert
2024-05-15T04:07:07.008Z,1.01,0.00i 0.04j 1.01k,No Alert,No Alert
2024-05-15T04:07:08.008Z,0.85,-0.26i 0.03j 0.81k,No Alert,No Alert
2024-05-15T04:07:09.007Z,0.76,-0.45i 0.03j 0.62k,No Alert,No Alert
2024-05-15T04:07:10.008Z,0.76,-0.59i 0.01j 0.47k,No Alert,No Alert
2024-05-15T04:07:11.008Z,0.86,-0.68i -0.02j 0.52k,No Alert,No Alert
2024-05-15T04:07:12.008Z,0.44,-0.26i -0.08j 0.35k,No Alert,No Alert
2024-05-15T04:07:13.007Z,0.43,0.11i 0.13j 0.39k,No Alert,No Alert
2024-05-15T04:07:14.008Z,1.15,0.28i 0.06j 1.11k,No Alert,No Alert
2024-05-15T04:07:15.008Z,1.25,0.08i 0.43j 1.17k,No Alert,No Alert
2024-05-15T04:07:16.009Z,1.08,0.18i 0.65j 0.85k,No Alert,No Alert
2024-05-15T04:07:17.008Z,0.61,0.02i 0.19j 0.58k,No Alert,No Alert
2024-05-15T04:07:18.008Z,0.57,-0.07i 0.02j 0.57k,No Alert,No Alert
2024-05-15T04:07:19.007Z,0.55,-0.31i 0.07j 0.45k,No Alert,No Alert
2024-05-15T04:07:20.008Z,0.72,0.05i -0.03j 0.71k,No Alert,No Alert
2024-05-15T04:07:21.008Z,0.39,-0.16i -0.07j 0.35k,No Alert,No Alert
2024-05-15T04:07:22.009Z,1.12,0.11i -0.37j 1.05k,No Alert,No Alert
2024-05-15T04:07:23.008Z,1.78,0.58i -0.65j 1.55k,No Alert,No Alert
2024-05-15T04:07:24.008Z,1.58,0.94i -0.37j 1.21k,No Alert,No Alert
2024-05-15T04:07:25.008Z,2.04,1.77i -0.97j 0.35k,No Alert,No Alert
2024-05-15T04:07:26.008Z,2.77,2.37i -1.44j 0.04k,No Alert,No Alert
2024-05-15T04:07:27.008Z,3.06,2.81i -1.21j 0.15k,Alert: High Acceleration Detected!,No Alert
2024-05-15T04:07:28.008Z,2.94,2.76i -0.76j 0.70k,No Alert,No Alert
